IMDb_ID,Title,Year,Genre,IMDb_Rating,Votes,Director,Main_Actors,Runtime,Plot,Poster_URL
tt5533084,Happy Lucky Golden Tofu Panda Dragon Good Time Fun Fun Show,2017,"Comedy,Documentary,Music",10.0,11,Carrie Preston,"Lyris Hung, Kate Rigg, Carrie Preston",75 min,"East Meets West in this live stand-up comedy, sketch, and rock n' roll/spoken word concert film focused on Asian American themes - immigration, bowl cuts, personal identity, math nerds, stereotypes, empowerment, the model minority...",https://m.media-amazon.com/images/M/MV5BMzBmN2FhNzctZDY0ZS00MmU5LWE0MzItZjlkY2YyMDlmNDRkXkEyXkFqcGdeQXVyODQwNzQ4Mg@@._V1_SX300.jpg
tt36414244,Mississippi Speed Record: An Epic Adventure,2024,Documentary,10.0,10,"Alex Maier, Amy Robin","Paul Cox, Scott Mansker, Scott Miller",86 min,"Embark on an epic journey with four adventurous spirits as they undertake the ultimate test of endurance and determination. Mississippi Speed Record: An Epic Adventure follows their incredible quest to paddle the entire 2,340 mile...",N/A
tt38755080,Benvindo... a Vida,2025,Documentary,10.0,10,"Felipe Cantieri, Pedro Pirim","Felipe Cantieri, Pedro Pirim, Pedro Pirim",N/A,N/A,N/A
tt30523108,Red Shadow,2022,Thriller,10.0,9,Jollymas,"Manu Mohan, Deepa Surendran",117 min,Fourteen year old Daliya and his football coach Anto go missing from the Illikunnu village. Police and locals suspect that Dalia was taken by Anto wearing a mask.,https://m.media-amazon.com/images/M/MV5BZjdkOTIxYzQtMTI5OS00YjVjLTg1ZTYtNzZiZTI0ODQ4Y2U1XkEyXkFqcGdeQXVyMTc0NTQ4NzQ0._V1_SX300.jpg
tt37108981,Squad Five O Is Here to Stay,2025,Documentary,10.0,9,Caleb Jackson,"Jason Michael Anderson, Dan Binder, David Bunton",69 min,"Squad Five O made a huge impact on their fans, but the spirit of the band got lost in the journey of navigating the Christian music industry, losing members, and becoming obsessed with the pursuit of success.",https://m.media-amazon.com/images/M/MV5BMTE3MThiZjYtMGVmOS00MGRlLWE2ZDYtNzc3N2NhN2JiMDQ3XkEyXkFqcGc@._V1_SX300.jpg
tt37461001,Zero to 8848,2025,Documentary,10.0,9,"Niranjan Pandey, Balram Budhathoki","Conrad Anker, Prem Baniya, Pushkar Shah",101 min,N/A,https://m.media-amazon.com/images/M/MV5BM2IzNTdiMGItNmRkOS00NmJlLTk2ZWUtMDZiODgxYWEzZDM5XkEyXkFqcGc@._V1_SX300.jpg
tt38870051,HSK Zrinjski - Prica o ponosu,2024,Documentary,10.0,9,Dragan Komadina,"Ivan Curkovic, Franjo Dzidic, Luka Modric",60 min,N/A,N/A
tt8714928,From Depression with Love,2025,Documentary,10.0,9,Sean Dobra,"Jordan Iverach, Kanya Om, Sass Pinci",N/A,N/A,https://m.media-amazon.com/images/M/MV5BODk4MjlhY2QtMTQ0Yi00OWFmLWIxMTUtMmIxYTIwODk1ZmFlXkEyXkFqcGdeQXVyNTUwMTI5MTQ@._V1_SX300.jpg
tt2117917,Mapaglaro,1986,Drama,10.0,8,Willy Schneider,"Marissa Del Mar, Ernie Garcia, Pilar Pilapil",N/A,"Isabel is a playful thing who lives near the seashore. After giving her body to Mario in bed, she then uses her beauty to lure men.",N/A
tt2597650,Heal America,2012,"Documentary,Drama",10.0,8,Von Kochar,"Ted Hayes, Alec Mouhibian, Anahid Aprahamian",42 min,Legendary homeless activist Ted Hayes embarks on a journey to heal hearts and minds of Americans.,https://m.media-amazon.com/images/M/MV5BZTllNTdjZmYtN2Y5YS00YjZjLTg2ODYtYWU2YmRhNDQ0Yjc5XkEyXkFqcGdeQXVyMzEzMzMwMA@@._V1_SX300.jpg
tt30827474,Sisters and the Shrink 5,2023,Drama,10.0,8,Hazel Simpson,"Brandon Oliver Ellis, Howard Horn, Crystal Jasmin",53 min,N/A,https://m.media-amazon.com/images/M/MV5BMDZkMWQyNjEtMjEzYy00MGRmLTgzZmEtZDc5NjAxMjZmYzgzXkEyXkFqcGc@._V1_SX300.jpg
tt38627846,Cuvari tradicije,2025,Documentary,10.0,8,"Milos Vasiljevic, N/A, N/A","N/A, N/A",N/A,N/A,N/A
tt6352510,The Last Partera,2025,Documentary,10.0,8,"Victoria Bouloubasis, Ned Phillips","Victoria Bouloubasis, Ned Phillips, Victoria Bouloubasis",90 min,"In rural Costa Rica, a 95-year-old midwife passes on the wisdom of her craft to a new generation of women fighting for their right to choose how they give birth.",https://m.media-amazon.com/images/M/MV5BZmQ0YjEzNmMtY2JmNC00MzhkLWI2NTYtNjY0MDhlMWI5ODc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDc1MjEzMjU@._V1_SX300.jpg
tt12419732,Mosar,2019,Family,10.0,7,Anil Saini,Murari lal Pareek,N/A,N/A,N/A
tt14905242,Osho Rajneesh Aur Unki Zindagi,2021,Documentary,10.0,7,Naveen Bhardwaj,Sunil Suyal,60 min,Based on Osho Rajneesh Life.,N/A
tt16915406,Ami Soumitra,2022,Documentary,10.0,7,Sayantan Mukharjee,"Poulami Bos, Sabyasachi Chakrabarty, Soumitra Chatterjee",N/A,Documentry of famous bengali actor Soumitra Chatterjee. Directed by Sayantan Mukhopaday the docu-feature shades light on the various shades of Soumitra Chatterjee apart from his brilliant acting.,https://m.media-amazon.com/images/M/MV5BMWI5ZjQ5ZTgtOWZiMS00Mzk1LWI0ZmYtM2JkNmY2OTg0ZDE0XkEyXkFqcGdeQXVyMTQ4MDQyOTkx._V1_SX300.jpg
tt16978698,The Stars at Night,2023,Documentary,10.0,7,Betty A. Buckley,"Brittany Areias, Jensen Areias, Olivia Kathryn Baker",N/A,"The Stars at Night is a feature documentary exploring the relationship between mythology, astronomy, and original storytelling.",https://m.media-amazon.com/images/M/MV5BNzY5Zjg2MDktY2RlNy00NDg3LWJiODEtMjI0N2YyNjUxNTMwXkEyXkFqcGc@._V1_SX300.jpg
tt21816436,Doraemon: Robot War,1983,Sci-Fi,10.0,7,Wang Ya-chuan,"Anonymous, Anonymous, Anonymous",N/A,Nobita and friends engage in an all out robot war in this unofficial installment of the Doraemon series.,https://m.media-amazon.com/images/M/MV5BZTZhMTUyOGItZmE3NC00OTA3LWJmYjMtNWE3NmQxMDBhNGEwXkEyXkFqcGdeQXVyMTU1Mjg3NzE0._V1_SX300.jpg
tt22526342,Virginity Deal,2022,Drama,10.0,7,Mitali Jani,"Rohan Barot, Mitali Jani, Nisha Jani",115 min,"A 20 Year old Riya Wants to end her life but Suddenly Peter Uncle Stopped her committing suicide. He enlightens her with moral support but sympathy always come with a price she paid, Was it a Virginity Deal ?",https://m.media-amazon.com/images/M/MV5BZTk1ZmYyMjItMGJkZi00NmU4LWE0MzYtNTgyMWVhMTZkYWU3XkEyXkFqcGdeQXVyMTA1Mzc1OTI1._V1_SX300.jpg
tt29610446,Let Me Talk My Ish: ENess,2025,Documentary,10.0,7,Stacie Frazier,Lloyd 'Ness' Mathis,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMThkYzYwNmYtNDlhMC00NWIwLWE0YjQtNTliYTc1MzM0NTY4XkEyXkFqcGc@._V1_SX300.jpg
tt36416012,The Big Picture,2025,Documentary,10.0,7,Arthur Cauty,"Arthur Cauty, Arthur Cauty, Arthur Cauty",60 min,"The Big Picture uncovers the untold story of the Bristol IMAX, a state-of-the-art cinema deserted in the heart of the city for over a decade. Once a symbol of the future, it now serves as the epicenter of a thriving community cine...",https://m.media-amazon.com/images/M/MV5BNWI5NTU3NGEtNDZhZC00MGQ5LTk1YzQtNWQwOWMwMjA1YjMzXkEyXkFqcGc@._V1_SX300.jpg
tt38073377,Tak Kenal Maka Taaruf,2025,"Drama,Romance",10.0,7,Toma Margens,"Fadi Alaydrus, Saskia Chadwick, Dinda Mahira",99 min,N/A,N/A
tt38611398,Díptico Mário Peixoto,2023,Drama,10.0,7,Geraldo Roizman,"Eliseu Paranhos, Allan Bless, Juliana Fagundes",N/A,N/A,N/A
tt9685878,Chholyar,2018,Drama,10.0,7,Kamal Mehta,"Deva Dhami, Manzoor Hussain, Mithilesh Pande",92 min,N/A,https://m.media-amazon.com/images/M/MV5BZjIwYzU3M2YtOWU2ZS00NGRjLWEyYmQtNDBlNGY3ZTNjYmEwXkEyXkFqcGdeQXVyOTc4NDg2NDc@._V1_SX300.jpg
tt28290937,Shwaas,2025,Drama,10.0,6,Vasant Narkar,"Raj Vitthalpura, Chetan Daiya, Nisarg Trivedi",N/A,An Ordinary man struggles to find his missing 2 years old daughter.,https://m.media-amazon.com/images/M/MV5BZDM5MTFlYTEtNmM0ZC00ZDI3LTk3ZDgtMTIyOTJmZDUyNTYwXkEyXkFqcGc@._V1_SX300.jpg
tt29362396,American Mafia,2023,Crime,10.0,6,Michael Lazar,"Michael Lazar, Maurizia Cocchi, Luca Comastri",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2RkNjE3N2YtMzI1Ni00MGVjLWI0OWQtMDVkNjEwNTA2MDg4XkEyXkFqcGdeQXVyNTIzMDgzNjY@._V1_SX300.jpg
tt33056074,No Place for Football,2024,Documentary,10.0,6,"Brandon Scott Smith, Derek Sullivan Smith","Brandon Scott Smith, Derek Sullivan Smith, Brandon Scott Smith",97 min,"A football club from Nuuk, Greenland is forced to overcome a series of obstacles as they travel north to compete in the Greenlandic Football Championship; The shortest season on Earth.",https://m.media-amazon.com/images/M/MV5BMjU4NjVkYjUtZWQyYi00YWQ3LWE2YWYtMTQzNWQxNDMyZjk0XkEyXkFqcGc@._V1_SX300.jpg
tt37330089,My boyfriends daddy is my man,2022,Adult,10.0,6,Jill Watson,"Steve Long, Mikayla Watson",N/A,N/A,N/A
tt37969235,Hockeytown,2024,Documentary,10.0,6,Kyle Aramburo,"Michael Aikens, Drake Albers, Hunter Bischoff",N/A,"Set against the backdrop of Anchorage, Alaska, Hockeytown follows the rebirth of a city's hockey culture after the collapse of its college and semi-professional teams. In the fall of 2020, a determined group of community members c...",https://m.media-amazon.com/images/M/MV5BNzRlNTUyOTAtY2FkYy00NmRiLWFhNTYtMmUxOTBjZWE5OTIxXkEyXkFqcGc@._V1_SX300.jpg
tt38493094,Puanty dlya moyey mamy,2025,"Drama,Family,Romance",10.0,6,Jana Nedzvetkaya,"Lina Bazaeva, Olga Chelysheva, Sergei Filin",100 min,N/A,N/A
tt38652835,Documentar: Un pic mai mult si un pic diferit,2025,Documentary,10.0,6,Lucas Neagu,"Daria Pentelie, Vlad Linta, Miruna Contiu",48 min,N/A,N/A
tt38783848,Kosmos,2025,Documentary,10.0,6,Bogdan Puslenghea,"Bogdan Puslenghea, Erik Kun, Cristian Maghiar",93 min,N/A,N/A
tt38990641,Dilemma (Kapitel 1),2025,"Drama,Fantasy",10.0,6,"Rocco Cosentino, Nico Soprano","Martin Benedikt, Fabian Caliandro, Alisha Cosentino",73 min,N/A,N/A
tt8244266,Horses: Patti Smith and Her Band,2018,"Documentary,Music",10.0,6,Steven Sebring,"Flea, Lenny Kaye, Jack Petruzzelli",N/A,"Patti Smith's final concerts at the Wiltern Theater, Los Angeles, celebrating the fortieth anniversary of her album Horses"".",https://m.media-amazon.com/images/M/MV5BNDFhODE4NGYtNzY3Ny00NjY5LTlkNTMtZDlhZWMzYjc5ZWU5XkEyXkFqcGdeQXVyMTU3NzU3NjQ@._V1_SX300.jpg
tt1543724,Reck and Ima,2013,Comedy,10.0,5,"Bill Briles, Charles Briles","Aleta Doroudian, David Anderson, Greg Attaway",91 min,"A feature length comedy about 'uneducated' Southerners, taking on the 'educated' university graduate students... Reck chases Ima from North Carolina to Tucson, Arizona, and gets them involved in a study on the social-life of 'losers'",https://m.media-amazon.com/images/M/MV5BMWY4NTdlMjUtY2FkMi00NGVmLTlmNzYtNjYxYzI4MjdkNjgyXkEyXkFqcGdeQXVyMjE4NzMxMzk@._V1_SX300.jpg
tt32380591,Bolshaya zemlya,2025,Drama,10.0,5,Yuliya Trofimova,"Artyom Bystrov, Evgeniya Dmitrieva, Platon Gerasimov",N/A,"Marfa returns with her son to the Pacific island where she grew up and where her father worked as a lighthouse keeper. At the same time, her half-brother Ilya appears on the island, whom Marfa has not seen for many years. Marfa an...",https://m.media-amazon.com/images/M/MV5BZWQzNzRmZGMtYzgxMC00MDJkLTkxYWMtN2MxMWJlNjU4YmJkXkEyXkFqcGc@._V1_SX300.jpg
tt38672229,Game Khatam,2025,"Action,Crime,Thriller",10.0,5,Rohit Vignesh,"Sandeep Gupta, Sanjay Lakade, Saurabh Ramesh Thakare",67 min,N/A,N/A
tt38792547,(Verifying) Grief 80% // 65+ X59 // Stream 283,2025,Talk-Show,10.0,5,Michael Materazo,Michael Materazo,N/A,N/A,N/A
tt38876098,Vals so smertyu,2025,"Drama,War",10.0,5,Andrey Kirillov,"Stepan Dvoryankin, Evgeniy Fomintsev, Olesya Shilyakova",102 min,N/A,N/A
tt38876234,Kamen batyrov,2025,"Comedy,Fantasy,Mystery",10.0,5,Roman Pozhidaev,"Renat Fatkhiev, Dinislam Safin, Nail Safin",80 min,N/A,N/A
tt38942170,Summa kvadratov katetov,2025,"Drama,Romance",10.0,5,Kita Freiheit,"Vladimir Afanasyev, Anfisa Chekhova, Kirill Kaganovich",85 min,N/A,N/A
tt39015132,Falling Notes,2025,Romance,10.0,5,Great Valentine Edochie,"Sophia Chisom, Eso Dike, Osereme Inegbenebor",114 min,N/A,N/A
tt33505969,Irudhi Muyarchi,2025,\N,9.9,1047,Janaa Venkat,"Meghali, Ranjith, Vittal",121 min,N/A,https://m.media-amazon.com/images/M/MV5BYjA4YjkzN2UtN2E1Zi00NzJiLThlNWUtNDYyNzA3MjhkNDRhXkEyXkFqcGc@._V1_SX300.jpg
tt20214916,Live in Relation,2022,Drama,9.9,86,Bobby Kumar,"Bobby Kumar, Manda, Manohar Shaikh",N/A,"The story is a bit filmy. There is no age limit, no birth restriction. Something similar is the case of 60-year-old Phoolmati living in Jind district in Haryana (India), who fell in love with 25-year-old Golu. Both love each other...",https://m.media-amazon.com/images/M/MV5BZDg0ZWU3ZjQtOTVkNy00YTRjLWE1NjItYjdjMTIwOWM1YTg5XkEyXkFqcGdeQXVyOTUzOTcyMzg@._V1_SX300.jpg
tt30890351,Days of Géants 3: Dani Divova 3,2024,Documentary,9.9,65,Dusan Nestorovic,"Dalibor Danicic, Dragoslav Markovic, Aljosa Spremo",82 min,N/A,https://m.media-amazon.com/images/M/MV5BZDI2NGYxY2MtMzY5ZC00N2U3LTljMmEtNTMxMjJmZWQ0YTFlXkEyXkFqcGdeQXVyMjQ2Mjk1Mzk@._V1_SX300.jpg
tt21059328,Prince Oak Oakleyski Andronovo,2022,"Drama,Family",9.9,60,"I. Kolyada, Prince Oak Oakleyski","Auttanun Jampreechar, Olga Kolyada, Prince Oak Oakleyski",65 min,"It's a Family sort of genre, plus strong vibe of Drama improvised with ebullience of togetherness when Prince Oak Oakleyski, Akim Rakhimov, and other members of Andronovo tradition assembled together in one tribe educating modern ...",https://m.media-amazon.com/images/M/MV5BNjZiZjhhZmMtMzQ2ZS00NGQ0LTg1ZDctNDY1YTQ5ZGQ4ZjhkXkEyXkFqcGdeQXVyMTUzNTc5NDcz._V1_SX300.jpg
tt2659532,Amal,2011,Drama,9.9,26,Nujoom Alghanem,"Nujoom Alghanem, Nujoom Alghanem, Amal Hawijeh",88 min,Charts a young woman's coming of age against turbulent backdrop of recent Egyptian politics.,https://m.media-amazon.com/images/M/MV5BN2ZiNDY4NTctNDBkMy00MTUxLWI5ZTktYTY3MzUzN2RmOGI3XkEyXkFqcGdeQXVyNzY2MTAyOTM@._V1_SX300.jpg
tt11943178,Maelstrom,2019,Documentary,9.9,24,Misja Pekel,"Misja Pekel, Misja Pekel, Carlos Cipa",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzM4YjRmMjctMDBkMC00NWVjLThlNWQtNWJkMDMxYjEwNmZkXkEyXkFqcGdeQXVyNjIzMzUzNjg@._V1_SX300.jpg
tt27203772,Rabb Di Awaaz,2023,"Comedy,Drama",9.9,22,Ojaswwee Sharma,"Abhinav Sharma, Mohit Verma, Abhilasha Sidana",N/A,"As ratings drop, and the radio station struggles hard to stay afloat in the post-pandemic world, a contestant on the show offers a fresh perspective at life.",https://m.media-amazon.com/images/M/MV5BN2YxNDJmMjMtNGFjYi00MmI2LWIzMjAtYWM1Y2NhNmM2ZDI1XkEyXkFqcGc@._V1_SX300.jpg
tt30788051,The ReWrite.,2025,"Comedy,Drama",9.9,22,Terry Dawson,"Stephen Barrington, Jhey Castles, Holly Hyman",94 min,"A struggling screenwriter, obsessed with portraying Black Excellence and authenticity on the big screen, is forced to do a rewrite of his latest draft in order to save his career.",https://m.media-amazon.com/images/M/MV5BYWE2NTk1YmMtMzE4Mi00MTc3LWJlNmMtMDRhNDlkNmExYTRhXkEyXkFqcGc@._V1_SX300.jpg
tt0272033,Chhatrapati Sambhaji,1924,"Biography,History",9.9,19,Narayanrao Sarpotder D.,"Parshwanath Yeshwant Altekar, Vedi, Zillu",N/A,N/A,N/A
tt34736903,Jujji,2024,Crime,9.9,18,Habib Shahzad,"Muhammad Ali, Hamza Arfat, Muhammad Arslan",73 min,A gripping crime thriller unfolds as investigator race against time to unmask a cunning serial killer in this riveting film based on true events,https://m.media-amazon.com/images/M/MV5BMWY3MjcxYzItZWY5My00MjVjLTlhNDAtYjQ1ZjM1NzYxMjYwXkEyXkFqcGc@._V1_SX300.jpg
tt36824333,Der Wettkampf meines Lebens - Die Geschichte von Axel Mitbauer,2025,Documentary,9.9,16,Antonio La Regina,"Martin Binder, Wolfgang Kremer, Axel Mitbauer",78 min,"On the night of August 17, 1969, the former GDR professional swimmer Axel Mitbauer swam from Boltenhagen (former GDR) to the Bay of Lübeck (former FRG). He covered a distance of around 25 km through the Baltic Sea. Before his spec...",https://m.media-amazon.com/images/M/MV5BZjBlOGNjZjUtYzIxNS00MDY5LWJhNGEtYjM3ODZjZDkxZjA3XkEyXkFqcGc@._V1_SX300.jpg
tt10101734,One Direction: I Love One Direction,2013,"Documentary,Music",9.9,15,Tara Pirnia,"Sarah Domin, One Direction, Tara Pirnia",67 min,"Documentary about the London-based pop quintet. Featuring footage and photographs taken by their fans, as well as input from their audience the world over who offer their opinions on the band and recount their experiences, the fil...",https://m.media-amazon.com/images/M/MV5BMDljMzAyZWMtN2JmOC00NTJhLWIzNmYtZjVjM2M1MTY1ZjQ5XkEyXkFqcGdeQXVyODcwODUzOTM@._V1_SX300.jpg
tt15419914,Committed to the Craft,2022,Documentary,9.9,15,N/A,"Geoffrey Benson, Chinedu Ernesto, Caleb Fernandez",N/A,N/A,N/A
tt26733197,Wandering Bonbon,2022,Romance,9.9,14,Toshiki Satô,"Tomomitsu Adachi, Shinobu Tsuji",114 min,"'Hitoe', a woman who spent a long time aimlessly drinking and drinking every day. It doesn't cut down on the actual 'Masaru' or gives it satisfaction. Then one day, 'Masaru' disappears in front of her.",https://m.media-amazon.com/images/M/MV5BY2E4YjRmNGUtZDBkOS00Nzg0LWEyZjYtZjJmNzE0MTg1Yzg4XkEyXkFqcGdeQXVyMTUwMDI0Njc4._V1_SX300.jpg
tt27949780,Shubh Lagan Muhurt,2023,Comedy,9.9,14,Mobeen Warsi,"Pari Sri Arora, Shiv Mohan, Ashtbhuja Pandey",131 min,N/A,https://m.media-amazon.com/images/M/MV5BYzI2YTdkN2EtOTM5ZS00Y2I1LTk4YWQtZGU5ZThhMzc3ZmRkXkEyXkFqcGdeQXVyODI1NTAyOTQ@._V1_SX300.jpg
tt26902870,Vakra Prem,2022,Drama,9.9,12,Shantanu Joshi,"Akshat, Manali, Rahul",68 min,N/A,https://m.media-amazon.com/images/M/MV5BZTVhNmUyNDItYTIxZi00Mzg2LWE0NzQtMTFjY2NiNDE3NjliXkEyXkFqcGdeQXVyMTYyNzM2NjY5._V1_SX300.jpg
tt27680464,Maratha Kranti,2023,Drama,9.9,12,Sachin Kadam,Sachin Kadam,132 min,N/A,https://m.media-amazon.com/images/M/MV5BNzk5MDg5M2MtNjQwNS00MzJiLTg1MzAtMDJjN2Y2NzNmNTI1XkEyXkFqcGdeQXVyMTM2Mzg2Mjcw._V1_SX300.jpg
tt39008459,Slavko Kopac: Barbarska profinjenost,2025,Documentary,9.9,12,Drazen Majic,"Drazen Majic, Goran Legovic, Anita Jovanov",110 min,N/A,N/A
tt30988883,Dawn Dusk,2024,Documentary,9.9,11,"Jason Gerber, Sarah Blue Winslow Gerber","Chelli Look, Dave Look, Peg Harms",92 min,"Chelli Look, a leather bag artist, faces overwhelming grief after the murder of her sister. Chelli's journey towards healing forces her to rediscover who she is as an artist, leading to a revelation that takes her in a new direction.",https://m.media-amazon.com/images/M/MV5BNzc3YTZjMmEtZmRkNy00OGEyLWIyZmUtNjQwMjU4ZGIyNThhXkEyXkFqcGdeQXVyMjEwMjM4NzQ@._V1_SX300.jpg
tt37899969,Lahari,2025,\N,9.9,9,Amartya Bhattacharyya,"Ahmad Al-Ghaili, Prasanta Kumar Behera, Jhilik Bhattacharjee",123 min,,https://m.media-amazon.com/images/M/MV5BYWE1YmMyNzQtMzg2My00NTcwLWIyYjAtMGJiNTRjMTM3ODUyXkEyXkFqcGc@._V1_SX300.jpg
tt25967770,Zucchini,2025,"Comedy,Romance",9.9,8,Miles Emanuel,"Clara Barnstone, Sean Bentley, Dana Greenleaf",83 min,"Two girls from Austin are driven by one's brother to New Orleans, and make a movie along the way.",N/A
tt37710246,"The Warning Live from Auditorio Nacional, CDMX",2025,Music,9.8,236,"Iván Chávez, A.J. Gómez","Daniela Villarreal, Paulina Villarreal, Alejandra Villarreal",114 min,"Fueled by the unbreakable bond of sisterhood, powerhouse rock trio The Warning light up Mexico City's iconic Auditorio Nacional in the most electrifying performance of their career. In this high-octane concert film, Mexican sister...",https://m.media-amazon.com/images/M/MV5BZmE5Y2YxYmMtNDMzYy00M2Y4LTkxMTgtYzBhMWMyZmRmMmNlXkEyXkFqcGc@._V1_SX300.jpg
tt34531109,Gumti,2024,Drama,9.8,112,Sandesh Shetty Ajri,"Sandesh Shetty Ajri, Vishnavi Nadig, Ranjan Chatrapati",N/A,"Young Kashi abandons his village's traditions, moving to Solapur for a hotel job. But a crisis forces his return, leaving him torn between reviving the sacred Gumti celebrations or letting them die out.",https://m.media-amazon.com/images/M/MV5BYjZkMjQyMTktY2M2Yy00NTIzLTljY2QtYjVlMGNiMzkyZmZiXkEyXkFqcGc@._V1_SX300.jpg
tt28497709,Come pesci nell'acqua,2024,Documentary,9.8,98,Veronica Spedicati,Vanessa Caboni,120 min,"A deaf researcher travels to Brazil to attend the 24th Deaflympics and understand why deaf athletes from around the world gather to compete. Three deaf Italian athletes' stories unfold, helping him grasp this event's complexity.",https://m.media-amazon.com/images/M/MV5BMzA4YTQ2YzEtYTM0Yi00NDdhLWI3MGUtNTkyZmVhZjljODVkXkEyXkFqcGc@._V1_SX300.jpg
tt38593367,A Fighting Legacy,2025,Documentary,9.8,94,Adam Wagner,"Angela Bahr, Jody Brincks, Julie Cohen",74 min,N/A,N/A
tt34799007,Borderline Forever,2021,"Adventure,Comedy,Music",9.8,93,Scott Wozniak,"Jack Douglass, Sam Essig, Will Kanwischer",64 min,Scott the Woz's everyday existence as a Stupid Nintendo Games fan is interrupted as he questions his format and realizes that a blue border has haunted him through all his videos.,https://m.media-amazon.com/images/M/MV5BNjk1NmZjMzgtMDFmYi00ZjBiLWJmMzItYzI3MjVlODYxZmNjXkEyXkFqcGc@._V1_SX300.jpg
